Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,location_label
5221,Maruti Ertiga ZDI,Mumbai,10040.89,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7,20.77,location_big
5222,Honda City i VTEC V,Chennai,10730.72,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5,17.4,location_small
5223,Honda City 1.5 S MT,Mumbai,8400.62,2014,57000,Petrol,Manual,First,17,1497,118,5,17,location_big
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,9979.57,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5,16.96,location_big
5225,Honda Amaze VX i-DTEC,Pune,7894.74,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_small
5226,Mahindra XUV500 W8 2WD,Hyderabad,13796.64,2013,140000,Diesel,Manual,Second,15.1,2179,140,7,15.1,location_big
5227,Toyota Corolla Altis VL,Mumbai,4215.64,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5,14.53,location_big
5229,BMW 3 Series 320d,Bangalore,19162,2012,73000,Diesel,Automatic,First,22.69,1995,190,5,22.69,location_big
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,11788.46,2017,63423,Diesel,Manual,First,23,1498,98.96,5,23,location_big
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,7005.63,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,18.5,location_big
5232,Honda City 1.5 S AT,Mumbai,6898.32,2013,51000,Petrol,Automatic,First,16.8,1497,118,5,16.8,location_big
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,7511.5,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,23.2,location_big
5234,Hyundai i10 Era 1.1,Kolkata,2529.38,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5,19.81,location_small
5235,Chevrolet Sail 1.2 LS,Mumbai,4982.12,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,18.2,location_big
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,9581,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5,22.32,location_small
5237,Hyundai Creta 1.6 SX Option,Kochi,18594.8,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,15.8,location_big
5238,Chevrolet Sail 1.2 LS,Jaipur,4982.12,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5,18.2,location_small
5239,Audi Q5 2.0 TDI,Hyderabad,44455.84,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5,14.16,location_big
5240,Honda City 1.5 V MT Exclusive,Kochi,8477.27,2013,50266,Petrol,Manual,First,17,1497,118,5,17,location_big
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,13413.4,2017,21800,Petrol,Manual,First,17,1497,121.36,5,17,location_big
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,58099.18,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7,12.07,location_big
5243,Hyundai i10 Magna 1.2,Delhi,3679.1,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
5244,Hyundai i20 1.2 Asta,Chennai,6974.97,2014,41681,Petrol,Manual,First,17,1197,80,5,17,location_small
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,4062.34,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,17.5,location_big
5246,Tata Indica V2 eLX,Pune,2452.74,2017,49000,Diesel,Manual,Second,25,1396,69,5,25,location_small
5247,BMW 5 Series 2010-2013 530d,Coimbatore,39427.73,2012,40471,Diesel,Automatic,Second,16.2,2993,235,5,16.2,location_big
5248,Maruti Swift VDI,Ahmedabad,6361.78,2013,60000,Diesel,Manual,First,22.9,1248,74,5,22.9,location_big
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,11083.3,2018,1001,Petrol,Manual,First,19,1194,94.68,5,19,location_small
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,3985.7,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5,13.9,location_big
5251,BMW 3 Series 320d Highline,Mumbai,11113.96,2008,66000,Diesel,Automatic,Second,16.07,1995,181,5,16.07,location_big
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,21906,2017,33901,Diesel,Manual,First,12.8,2494,102,8,12.8,location_big
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,26443.56,2011,57000,Diesel,Automatic,Second,14.94,2143,204,5,14.94,location_big
5254,Hyundai Elantra 1.6 SX,Pune,11497.2,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5,22.54,location_small
5255,Maruti Ritz ZDi,Hyderabad,6668.38,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,23.2,location_big
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,13643.34,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_small
5257,Hyundai Xcent 1.2 Kappa S,Kolkata,5365.36,2016,146000,Petrol,Manual,Second,19.1,1197,82,5,19.1,location_small
5258,Honda City i DTEC V,Kolkata,9351.06,2014,56002,Diesel,Manual,First,26,1498,98.6,5,26,location_small
5259,Renault KWID RXT,Mumbai,4905.47,2016,8554,Petrol,Manual,First,25.17,799,53.3,5,25.17,location_big
5260,Toyota Etios Cross 1.4L VD,Jaipur,7511.5,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,23.59,location_small
5261,Maruti Alto K10 VXI,Kochi,5656.62,2015,37929,Petrol,Manual,First,24.07,998,67.1,5,24.07,location_big
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,6101.18,2016,5400,Petrol,Manual,First,23.84,1199,84,5,23.84,location_small
5263,Hyundai i20 1.4 CRDi Magna,Kolkata,4522.23,2013,60000,Diesel,Manual,First,21.9,1396,90,5,21.9,location_small
5264,Audi A4 2.0 TDI,Kochi,23316.32,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5,16.55,location_big
5265,Maruti Swift VDI,Hyderabad,9657.65,2015,62000,Diesel,Manual,First,28.4,1248,74,5,28.4,location_big
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,10255.5,2017,14576,Petrol,Manual,First,17,1198,73.75,5,17,location_big
5267,Honda BRV i-VTEC V CVT,Mumbai,14563.12,2017,17000,Petrol,Automatic,First,16,1497,117.3,7,16,location_big
5268,Hyundai i20 Asta,Mumbai,4062.34,2009,28000,Petrol,Manual,First,17,1197,80,5,17,location_big
5269,Hyundai Santa Fe 4X4,Ahmedabad,11497.2,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,14.66,location_big
5271,Maruti Celerio ZXI Optional AMT,Kochi,8630.56,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,23.1,location_big
5272,Hyundai Creta 1.6 SX,Coimbatore,18058.27,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,15.8,location_big
5273,Tata Indica V2 DL BSIII,Hyderabad,1303.02,2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5,17.88,location_big
5274,Volkswagen Vento Petrol Highline,Mumbai,5135.42,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,15.04,location_big
5275,Maruti Celerio VXI,Kochi,6300.47,2015,60586,Petrol,Manual,First,23.1,998,67.04,5,23.1,location_big
5276,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,39105.81,2015,13500,Diesel,Automatic,First,17.9,2143,136,5,17.9,location_big
5277,Maruti Alto 800 LXI,Jaipur,4752.18,2017,30000,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_small
5278,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,51354.16,2018,12000,Diesel,Automatic,First,10.91,3198,197,7,10.91,location_big
5279,Tata Zest Revotron 1.2T XE,Kolkata,7358.21,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5,17.57,location_small
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,5350.03,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5,16.09,location_small
5281,Maruti Ertiga ZXI,Mumbai,7894.74,2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7,17.5,location_big
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,22089.95,2011,100000,Diesel,Automatic,First,14,2987,224,5,14,location_big
5283,Volkswagen Polo 1.2 MPI Highline,Mumbai,7281.56,2014,13710,Petrol,Manual,First,16.2,1199,74,5,16.2,location_big
5284,Toyota Fortuner 4x2 AT,Jaipur,29126.24,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,12.55,location_small
5285,Maruti Celerio VXI,Hyderabad,7511.5,2017,17000,Petrol,Manual,First,23.1,998,67.04,5,23.1,location_big
5286,BMW 3 Series 320d Corporate Edition,Chennai,9657.65,2008,89000,Diesel,Automatic,Second,16.07,1995,181,4,16.07,location_small
5287,Honda City ZX VTEC,Jaipur,3679.1,2006,100173,Petrol,Manual,Second,16.9,1497,100,5,16.9,location_small
5288,Mitsubishi Cedia Sports,Pune,4598.88,2009,97000,Petrol,Manual,First,13.17,1999,114,5,13.17,location_small
5289,Renault Pulse Petrol RxL,Delhi,6515.08,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,18.06,location_big
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,9657.65,2016,29647,Diesel,Manual,First,20.14,1498,88,5,20.14,location_big
5291,Maruti Baleno RS Petrol,Kochi,12493.62,2018,43639,Petrol,Manual,First,21.1,998,100,5,21.1,location_big
5292,Hyundai i10 Magna,Kochi,4936.13,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
5293,Hyundai i20 1.2 Spotz,Kochi,11727.14,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
5294,BMW Z4 2009-2013 35i,Delhi,45988.8,2011,25000,Petrol,Automatic,First,10.37,2979,306,2,10.37,location_big
5295,Hyundai i10 Sportz 1.2,Pune,3525.81,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5,20.36,location_small
5296,Mini Cooper S Carbon Edition,Delhi,33725.12,2012,18000,Petrol,Automatic,First,13.6,1598,181,4,13.6,location_big
5297,Honda Brio V MT,Pune,5028.11,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5,19.4,location_small
5298,Maruti Ciaz ZXi Option,Kochi,10868.69,2016,25418,Petrol,Manual,First,20.73,1373,91.2,5,20.73,location_big
5299,Maruti Swift Dzire ZDi,Coimbatore,9902.92,2013,38995,Diesel,Manual,First,19.3,1248,73.9,5,19.3,location_big
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,6131.84,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5,22.07,location_small
5301,BMW X1 sDrive20d,Delhi,16862.56,2011,72000,Diesel,Automatic,First,17.05,1995,184,5,17.05,location_big
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,76326.08,2016,31075,Diesel,Automatic,Second,12.07,2967,241.4,7,12.07,location_big
5303,Ford Figo 1.5D Trend MT,Kolkata,7358.21,2015,4311,Diesel,Manual,First,25.83,1498,99,5,25.83,location_small
5304,BMW 3 Series Luxury Line,Bangalore,53653.6,2017,21000,Diesel,Automatic,First,21.76,1995,190,5,21.76,location_big
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,33709.79,2011,54000,Diesel,Automatic,First,14,2987,224,5,14,location_big
5306,Maruti Wagon R LX BSIII,Mumbai,1686.26,2007,50000,Petrol,Manual,Second,17.3,1061,64,5,17.3,location_big
5307,Maruti Baleno Zeta 1.2,Delhi,10117.54,2018,13000,Petrol,Manual,First,21.4,1197,83.1,5,21.4,location_big
5308,Maruti Dzire VXI,Pune,6898.32,2013,74000,Petrol,Manual,First,22,1197,81.8,5,22,location_small
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,1532.96,2009,75000,Petrol,Manual,Second,14.7,1150,76,5,14.7,location_small
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,10577.42,2017,25000,Diesel,Manual,First,20.14,1498,88,5,20.14,location_small
5312,Audi Q5 30 TDI quattro Premium,Mumbai,39075.15,2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5,14.16,location_big
5313,Audi A6 35 TDI Matrix,Chennai,54420.08,2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5,18.53,location_small
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,9626.99,2018,32663,Diesel,Manual,First,24,1186,73.97,5,24,location_big
5315,Mahindra Scorpio SLE BSIV,Delhi,7480.84,2012,76777,Diesel,Manual,Second,12.05,2179,120,8,12.05,location_big
5316,Tata Bolt Quadrajet XE,Hyderabad,5671.95,2016,100303,Diesel,Manual,First,22.95,1248,74,5,22.95,location_big
5317,Hyundai EON Era Plus,Kochi,5288.71,2015,43993,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_big
5318,Mahindra Scorpio S8 8 Seater,Kochi,15682.18,2016,72118,Diesel,Manual,First,15.4,2179,120,8,15.4,location_big
5319,Honda Accord 2001-2003 2.0 AT,Bangalore,9964.24,2010,83000,Petrol,Automatic,Second,11.1,2354,142,5,11.1,location_big
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,9427.7,2016,7523,Petrol,Manual,First,16.2,1199,74,5,16.2,location_big
5321,Maruti Eeco 7 Seater Standard,Mumbai,4445.58,2014,34670,Petrol,Manual,First,15.1,1196,73,7,15.1,location_big
5322,Hyundai Grand i10 CRDi Sportz,Ahmedabad,8431.28,2016,30000,Diesel,Manual,First,24,1120,70,5,24,location_big
5323,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,47521.76,2017,17000,Diesel,Automatic,First,10.91,3198,197,7,10.91,location_small
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,6515.08,2015,59261,Diesel,Manual,First,24,1186,73.97,5,24,location_big
5325,Maruti Swift VDI,Kochi,8400.62,2016,65210,Diesel,Manual,First,22.9,1248,74,5,22.9,location_big
5326,Hyundai i20 1.2 Asta Option,Bangalore,11113.96,2016,19000,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
5327,Maruti Swift Dzire VXi,Hyderabad,4598.88,2012,50000,Petrol,Manual,First,17.5,1298,85.8,5,17.5,location_big
5328,BMW 3 Series 320d Luxury Line,Hyderabad,45222.32,2015,47000,Diesel,Automatic,First,22.69,1995,190,5,22.69,location_big
5329,Honda City ZX GXi,Mumbai,2284.11,2007,75000,Petrol,Manual,Second,17.7,1497,78,5,17.7,location_big
5330,Hyundai i10 Sportz 1.2 AT,Pune,5595.3,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5,16.95,location_small
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,16709.26,2018,13000,Diesel,Manual,First,23,1498,98.96,5,23,location_big
5332,Maruti Celerio ZXI MT,Bangalore,6591.73,2015,48808,Petrol,Manual,First,23.1,998,67.04,5,23.1,location_big
5333,Maruti Ertiga VDI,Pune,9366.39,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7,20.77,location_small
5334,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,23760.88,2015,64771,Diesel,Manual,First,12.8,2494,102,8,12.8,location_big
5335,Honda City i VTEC SV,Mumbai,10577.42,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5,17.8,location_big
5336,Maruti Swift Dzire VXI,Bangalore,7189.58,2012,69242,Petrol,Manual,First,19.1,1197,85.8,5,19.1,location_big
5337,Maruti Ritz LXi,Kochi,4890.14,2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,18.5,location_big
5338,Hyundai i20 Sportz AT 1.4,Pune,5748.6,2012,55000,Petrol,Automatic,Second,15,1396,98.6,5,15,location_small
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,13183.46,2019,1000,Petrol,Manual,First,17.19,1197,81.86,5,17.19,location_small
5340,Honda City 1.5 E MT,Chennai,5901.9,2011,80000,Petrol,Manual,Second,17,1497,118,5,17,location_small
5341,Porsche Cayenne S Diesel,Coimbatore,103980.68,2016,65003,Diesel,Automatic,First,13.6,4134,382,5,13.6,location_big
5342,Honda Amaze VX i-VTEC,Coimbatore,14271.86,2019,16573,Petrol,Manual,First,17.8,1198,86.7,5,17.8,location_big
5343,Honda Civic 2006-2010 1.8 S AT,Pune,4598.88,2008,152633,Petrol,Automatic,First,12.9,1799,130,5,12.9,location_small
5344,Hyundai i20 Magna 1.2,Bangalore,8431.28,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
5345,Hyundai Creta 1.6 CRDi SX,Hyderabad,20388.37,2017,50129,Diesel,Manual,First,19.67,1582,126.2,5,19.67,location_big
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,35258.08,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,15.73,location_big
5347,Maruti Alto 800 2016-2019 LXI,Mumbai,5135.42,2018,11000,Petrol,Manual,First,24.7,796,47.3,5,24.7,location_big
5348,BMW X1 sDrive 20d Exclusive,Chennai,15329.6,2012,115000,Diesel,Automatic,Third,15.06,1995,177,5,15.06,location_small
5349,Hyundai i10 Magna,Delhi,4522.23,2013,63265,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,10347.48,2016,20000,Diesel,Manual,First,21.66,1498,108.62,5,21.66,location_small
5351,Volkswagen Polo Petrol Highline 1.2L,Pune,3740.42,2010,79000,Petrol,Manual,Third,16.47,1198,73.9,5,16.47,location_small
5352,Maruti Ciaz VXi Plus,Mumbai,8967.82,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,20.73,location_big
5353,Volkswagen Polo GT TSI,Kochi,11343.9,2015,26323,Petrol,Automatic,First,17.21,1197,103.5,5,17.21,location_big
5354,Hyundai Xcent 1.1 CRDi Base,Pune,5825.25,2016,76000,Diesel,Manual,First,24.4,1120,71,5,24.4,location_small
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,5825.25,2008,69972,Petrol,Manual,First,13.5,1799,130,5,13.5,location_big
5356,Honda City ZX GXi,Kolkata,4138.99,2008,69000,Petrol,Manual,First,17.7,1497,78,5,17.7,location_small
5357,Mahindra Bolero ZLX,Jaipur,11052.64,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,15.96,location_small
5358,Honda City i VTEC V,Hyderabad,12110.38,2016,29512,Petrol,Manual,First,17.4,1497,117.3,5,17.4,location_big
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,6438.43,2017,51000,Diesel,Manual,First,25.4,1186,73.97,5,25.4,location_small
5360,Renault Duster 110PS Diesel RxL,Mumbai,8814.52,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,19.01,location_big
5361,Maruti A-Star AT VXI,Hyderabad,5288.71,2013,56500,Petrol,Automatic,First,16.98,998,66.1,5,16.98,location_big
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,39473.72,2014,29063,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_big
5363,Mahindra XUV500 W8 2WD,Coimbatore,25431.81,2018,46811,Diesel,Manual,First,16,2179,140,7,16,location_big
5364,Renault Pulse Petrol RxZ,Coimbatore,7189.58,2014,31897,Petrol,Manual,First,18.06,1198,74.96,5,18.06,location_big
5365,BMW 3 Series 320d,Mumbai,11497.2,2009,52100,Diesel,Automatic,Second,13.2,1995,170,5,13.2,location_big
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,25293.84,2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,13.68,location_big
5367,Honda City 1.5 S MT,Kolkata,3050.59,2009,31423,Petrol,Manual,First,17,1497,118,5,17,location_small
5368,Maruti Swift VDI,Chennai,8048.04,2014,75180,Diesel,Manual,First,22.9,1248,74,5,22.9,location_small
5369,Renault Duster 110PS Diesel RxZ Plus,Mumbai,8277.98,2013,75000,Diesel,Manual,Second,19.64,1461,108.45,5,19.64,location_big
5370,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,5978.54,2014,15000,Petrol,Manual,First,16.47,1198,74,5,16.47,location_big
5371,Hyundai i20 Active 1.2 S,Mumbai,8891.17,2015,12000,Petrol,Manual,First,17.19,1197,81.86,5,17.19,location_big
5372,BMW 5 Series 2013-2017 520d Luxury Line,Pune,46755.28,2014,32000,Diesel,Automatic,First,18.12,1995,190,5,18.12,location_small
5373,Maruti Swift Dzire LDI,Hyderabad,8584.58,2017,44504,Diesel,Manual,First,23.4,1248,74,5,23.4,location_big
5375,Maruti Swift LDI,Jaipur,7894.74,2015,39437,Diesel,Manual,First,28.4,1248,74,5,28.4,location_small
5376,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,14532.46,2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5,19.08,location_big
5377,Tata Nano XTA,Bangalore,3648.44,2016,17800,Petrol,Automatic,Second,21.9,624,37.48,4,21.9,location_big
5378,Maruti Swift Dzire LXi,Hyderabad,5825.25,2009,71346,Petrol,Manual,First,17.5,1298,85.8,5,17.5,location_big
5379,Hyundai i20 Asta Option 1.2,Delhi,8431.28,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,18.6,location_big
5380,Hyundai i20 1.2 Sportz,Hyderabad,5442.01,2010,85155,Petrol,Manual,First,17,1197,80,5,17,location_big
5381,Maruti Ciaz ZXi,Mumbai,9734.3,2015,48823,Petrol,Manual,First,20.73,1373,91.1,5,20.73,location_big
5382,Land Rover Range Rover 2.2L Prestige,Delhi,55186.56,2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5,12.7,location_big
5383,Tata Indigo LX BSII,Hyderabad,1686.26,2005,92000,Diesel,Manual,Second,16.1,1405,70,5,16.1,location_big
5384,Tata Zest Revotron 1.2T XM,Mumbai,5671.95,2014,36000,Petrol,Manual,First,17.57,1193,88.7,5,17.57,location_big
5385,Mahindra XUV500 W10 1.99 mHawk,Delhi,20694.96,2016,24569,Diesel,Manual,First,16,1997,140,7,16,location_big
5386,Honda Accord 2.4 AT,Mumbai,4368.94,2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,11.7,location_big
5387,Tata Nano Twist XT,Coimbatore,3265.2,2015,25811,Petrol,Manual,Second,25.4,624,37.5,4,25.4,location_big
5388,Hyundai Elantra CRDi S,Ahmedabad,11880.44,2015,65000,Diesel,Manual,First,22.7,1582,126.2,5,22.7,location_big
5389,Tata Indica V2 eLS,Chennai,4368.94,2017,100400,Diesel,Manual,First,25,1396,69,5,25,location_small
5390,Honda Amaze S i-Dtech,Jaipur,7588.15,2014,76414,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_small
5391,Mahindra XUV500 W8 2WD,Kochi,9504.35,2012,82103,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
5392,BMW X3 xDrive 20d Expedition,Pune,26826.8,2013,98000,Diesel,Automatic,First,18.56,1995,190,5,18.56,location_small
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,3449.16,2010,45252,Petrol,Manual,First,18.9,1197,81.86,5,18.9,location_small
5394,Maruti Baleno Zeta 1.2,Delhi,10347.48,2017,10300,Petrol,Manual,First,21.4,1197,83.1,5,21.4,location_big
5395,Hyundai Verna 1.6 CRDi AT SX,Kochi,14915.7,2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5,19.08,location_big
5396,Maruti Ertiga VDI,Kochi,13014.83,2018,51236,Diesel,Manual,First,25.47,1248,88.5,7,25.47,location_big
5397,Mini Cooper S Carbon Edition,Mumbai,38324,2013,52000,Petrol,Automatic,First,13.6,1598,181,4,13.6,location_big
5398,Maruti Ritz ZDi,Coimbatore,8569.25,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,23.2,location_big
5399,Skoda Laura L n K 1.9 PD AT,Mumbai,7358.21,2011,68000,Diesel,Automatic,First,15.6,1896,106,5,15.6,location_big
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,8354.63,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
5401,Hyundai i20 2015-2017 Sportz 1.2,Pune,9964.24,2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_small
5402,Honda Brio E MT,Chennai,6668.38,2015,16000,Petrol,Manual,First,19.4,1198,86.8,5,19.4,location_small
5403,Honda Amaze S i-Dtech,Kolkata,5748.6,2013,46992,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_small
5404,BMW 5 Series 2003-2012 520d,Pune,18395.52,2010,170000,Diesel,Automatic,Third,18.48,1995,177,5,18.48,location_small
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,49054.72,2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,12.07,location_big
5406,Hyundai Grand i10 CRDi Magna,Jaipur,6131.84,2015,50000,Diesel,Manual,Second,24,1120,70,5,24,location_small
5407,Nissan Micra Diesel XV,Kolkata,3985.7,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,23.08,location_small
5408,Hyundai Grand i10 Sportz,Jaipur,6821.67,2016,26946,Petrol,Manual,First,18.9,1197,82,5,18.9,location_small
5409,Hyundai EON Era,Pune,3985.7,2015,28700,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_small
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,24527.36,2011,60000,Petrol,Automatic,First,11.74,1796,186,5,11.74,location_small
5411,Land Rover Range Rover 2.2L Pure,Delhi,49821.2,2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5,12.7,location_big
5412,Mahindra Ssangyong Rexton RX7,Mumbai,21231.5,2016,39000,Diesel,Automatic,First,11.18,2696,184,7,11.18,location_big
5413,Maruti Ciaz 1.4 Delta,Coimbatore,13428.73,2018,7784,Petrol,Manual,First,20.73,1373,91.1,5,20.73,location_big
5414,Mercedes-Benz R-Class R350 4Matic Long,Kochi,36300.49,2014,45710,Petrol,Automatic,First,11.8,3498,272,7,11.8,location_big
5415,Maruti Dzire AMT VXI,Chennai,8431.28,2017,42000,Petrol,Automatic,First,22,1197,81.8,5,22,location_small
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,100884.1,2013,75995,Diesel,Automatic,Second,11.49,4367,335.3,5,11.49,location_big
5417,Renault Duster 110PS Diesel RxZ,Kolkata,7649.47,2013,57000,Diesel,Manual,First,19.01,1461,108.45,5,19.01,location_small
5418,Hyundai Verna 1.6 SX,Chennai,8737.87,2013,85350,Diesel,Manual,Second,22.32,1582,126.32,5,22.32,location_small
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,18380.19,2016,82725,Petrol,Automatic,First,14.28,1798,138.03,5,14.28,location_big
5420,BMW 3 Series Sport,Mumbai,45973.47,2016,19000,Diesel,Automatic,Second,21.76,1995,190,5,21.76,location_big
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,14563.12,2018,13900,Petrol,Manual,First,18.88,1499,110.4,5,18.88,location_small
5422,Maruti Swift VDI BSIV,Hyderabad,8431.28,2014,108000,Diesel,Manual,First,25.2,1248,74,5,25.2,location_big
5423,Hyundai Santa Fe 4x4 AT,Bangalore,35258.08,2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,11.72,location_big
5424,Tata Indica V2 DLS,Hyderabad,4522.23,2013,62188,Diesel,Manual,First,17.2,1396,53.5,5,17.2,location_big
5425,Hyundai Grand i10 CRDi Sportz,Kochi,7511.5,2015,58397,Diesel,Manual,First,24,1120,70,5,24,location_big
5427,Maruti Wagon R VXI AMT,Delhi,6515.08,2016,30000,Petrol,Automatic,First,22.5,998,67,5,22.5,location_big
5428,Mahindra XUV500 W10 2WD,Kochi,25079.23,2018,29907,Diesel,Manual,First,16,2179,140,7,16,location_big
