,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new
5530,Land Rover Freelander 2 SE,Kochi,30827.83,2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,12.39
5531,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,11957.09,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.8
5532,Hyundai i20 1.2 Magna,Coimbatore,5533.99,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,18.5
5534,Nissan Micra XV CVT,Mumbai,7051.62,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,19.15
5535,BMW X6 xDrive 40d M Sport,Ahmedabad,130301.6,2015,97003,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,15.87
5536,Honda City 1.5 V AT,Kolkata,8048.04,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,16.8
5537,Honda Amaze E i-Dtech,Delhi,5058.77,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,25.8
5538,Toyota Fortuner 3.0 Diesel,Bangalore,27210.04,2013,100000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.5
5539,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,53653.6,2016,70000,Diesel,Automatic,First,12.97,2179.0,187.7,5.0,12.97
5540,Hyundai Creta 1.6 CRDi SX,Coimbatore,20526.33,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
5541,Chevrolet Beat Diesel LT,Chennai,3832.4,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,25.44
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,28145.15,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,11.36
5543,Maruti Swift Dzire VDI,Jaipur,9121.11,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,16862.56,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,19.67
5545,Land Rover Range Rover Sport SE,Delhi,99259.16,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,12.65
5546,Honda Amaze VX i-DTEC,Hyderabad,9657.65,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,18303.54,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,15.29
5548,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,9121.11,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,18.19
5549,Honda City i DTec VX,Ahmedabad,16862.56,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,19207.99,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,15.29
5551,Ford Figo Diesel Titanium,Bangalore,5748.6,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,20.0
5552,BMW 5 Series 2013-2017 530d M Sport,Pune,41389.92,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,14.69
5553,Mitsubishi Pajero 2.8 SFX 7Str,Pune,15252.95,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,10.5
5554,Renault Duster 85PS Diesel RxL Option,Jaipur,6438.43,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87
5555,Maruti Ritz VXI,Delhi,3065.92,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,21.1
5556,Hyundai Grand i10 Sportz,Kolkata,4982.12,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,52120.64,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9
5558,BMW 5 Series 520d Luxury Line,Coimbatore,46556.0,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,22.48
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,19315.3,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.0
5560,Renault KWID RXT Optional,Kochi,7802.77,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
5561,Audi A4 3.0 TDI Quattro,Bangalore,37557.52,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,14.94
5562,Maruti Ciaz VDI SHVS,Kochi,12217.69,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,28.09
5563,Honda Jazz S,Delhi,4445.58,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,16.0
5564,BMW 3 Series 320d Luxury Line,Kochi,32698.04,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,22.69
5565,Hyundai Verna SX CRDi AT,Bangalore,9964.24,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,19.08
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,18625.46,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,21.38
5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,6515.08,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,15.04
5568,BMW 3 Series Luxury Line,Coimbatore,54941.29,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,21.76
5569,Honda CR-V Petrol 2WD,Chennai,4598.88,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,14.4
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,10347.48,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,19.72
5571,Hyundai i20 Asta 1.2,Bangalore,8661.22,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,18.6
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,11497.2,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,16.96
5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,20449.69,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
5574,Maruti Ciaz VDI SHVS,Hyderabad,12110.38,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,10700.06,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,8814.52,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,17.01
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,4062.34,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07
5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,3817.07,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07
5579,Maruti SX4 Vxi BSIII,Pune,2299.44,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,15.0
5580,Honda Mobilio RS Option i DTEC,Kochi,9964.24,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,24.5
5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,12263.68,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,19.64
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,47291.82,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,12.9
5583,Volvo XC60 D4 SUMMUM,Kochi,26290.26,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,14.7
5584,Maruti Celerio VXI AT,Hyderabad,6974.97,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1
5585,Maruti Ciaz ZDi Plus,Hyderabad,11343.9,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,26.21
5586,Audi Q5 2008-2012 2.0 TDI,Kochi,39305.09,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,12.8
5587,BMW X1 sDrive 20d Sportline,Kolkata,20694.96,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,17.05
5588,Ford Figo Petrol ZXI,Bangalore,5442.01,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,15.6
5589,Hyundai Elantra CRDi SX,Ahmedabad,22994.4,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,22.7
5590,Hyundai Verna 1.6 i ABS,Pune,2989.27,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,13.9
5591,Honda Civic 2006-2010 1.8 S MT,Pune,3525.81,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,13.5
5592,Toyota Fortuner 4x4 MT,Chennai,22994.4,2013,123000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,12.55
5593,Hyundai i10 Sportz,Chennai,4828.82,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,7664.8,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64
5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,37940.76,2013,40714,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,18.12
5596,Chevrolet Optra Magnum 2.0 LT,Pune,3985.7,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,16.52
5597,Hyundai i10 Asta,Ahmedabad,5748.6,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5598,Skoda Laura Ambiente,Ahmedabad,7434.86,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,17.5
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,41389.92,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,10.0
5600,Honda Amaze SX i-DTEC,Kolkata,4598.88,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8
5601,BMW X1 xDrive 20d xLine,Delhi,44072.6,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,20.68
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,22212.59,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12.99
5603,Porsche Panamera 2010 2013 Diesel,Delhi,110373.12,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,7.5
5604,Nissan Sunny XV D,Chennai,6131.84,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,22.71
5605,Maruti Swift Dzire LDI,Delhi,6898.32,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,26.59
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,9581.0,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,21.5
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,17629.04,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,16.96
5608,Honda Accord 2.4 Inspire M/T,Pune,4752.18,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,9.8
5609,Honda City i VTEC V,Mumbai,15498.23,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,17.8
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,17690.36,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,17.01
5611,Maruti Wagon R LX BSII,Delhi,1532.96,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
5612,Maruti Swift Dzire Tour LDI,Kolkata,3832.4,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,23.4
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,27593.28,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,9.74
5614,Toyota Etios Cross 1.4 GD,Coimbatore,10500.78,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,23.59
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,4552.89,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81
5616,Hyundai Verna 1.6 VTVT,Pune,7281.56,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,17.01
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,11313.24,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,20.14
5618,BMW 5 Series 520d Sport Line,Delhi,65534.04,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,22.48
5619,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,5595.3,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,23.0
5620,Hyundai Grand i10 Asta Option AT,Kochi,9182.43,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9
5621,Toyota Fortuner 4x2 4 Speed AT,Pune,20694.96,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,11.5
5622,Maruti Baleno Zeta Automatic,Chennai,10730.72,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,21.4
5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,16785.91,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.0
5624,Hyundai i10 Sportz,Pune,4522.23,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,20.36
5625,Tata Tigor XE Diesel,Ahmedabad,8431.28,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,24.7
5626,Skoda Superb Style 1.8 TSI AT,Kochi,26182.96,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,14.67
5627,Maruti Swift Dzire VDI,Hyderabad,10500.78,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,26.59
5628,Honda CR-V 2.0 AT,Jaipur,16096.08,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,13.1
5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,13413.4,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.8
5630,Honda City 1.5 V MT,Kolkata,4138.99,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,6515.08,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,17.0
5632,Toyota Etios 1.4 VXD,Pune,12110.38,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,23.59
5633,Skoda Superb Elegance 1.8 TSI AT,Delhi,6898.32,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,13.7
5634,Nissan Sunny 2011-2014 Diesel XV,Kolkata,6131.84,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64
5635,Honda City 1.5 V MT Exclusive,Delhi,7281.56,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
5636,Hyundai Elite i20 Diesel Asta Option,Kolkata,11727.14,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,22.54
5637,Chevrolet Optra 1.6 LT Royale,Kochi,5319.37,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,17.4
5638,Honda Amaze S i-Vtech,Kochi,8645.89,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0
5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,4522.23,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,16.47
5640,Maruti Swift VDI,Jaipur,8661.22,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,12892.19,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,11.4
5642,Maruti Baleno LXI,Pune,1303.02,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,15.4
5643,Maruti Wagon R LX,Pune,1226.37,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,8661.22,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,20.14
5645,Hyundai Verna 1.6 SX VTVT (O),Kolkata,6898.32,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,10577.42,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,6131.84,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64
5649,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,8584.58,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,15.0
5650,Maruti Eeco 7 Seater Standard,Delhi,3372.51,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,15.1
5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,6131.84,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,15.0
5652,Toyota Fortuner 4x4 MT,Jaipur,24527.36,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,12.55
5653,Hyundai Creta 1.6 CRDi SX,Mumbai,19315.3,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
5654,Hyundai i20 Magna Optional 1.2,Kochi,7342.88,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,18.5
5655,Maruti Wagon R LXI CNG,Mumbai,5595.3,2015,22001,CNG,Manual,First,26.6,998.0,58.16,5.0,38.00000000000001
5656,Honda City i DTEC V,Kochi,10470.12,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0
5657,Maruti 800 Std,Jaipur,781.81,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,16.1
5658,Ford Ikon 1.3 Flair,Pune,1057.74,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,13.8
5659,Maruti Swift Dzire LXI,Delhi,7128.26,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,20.85
5660,Honda City 1.5 V MT Sunroof,Kolkata,9948.91,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,16.8
5661,Hyundai Verna CRDi,Chennai,4445.58,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,16.8
5662,Hyundai Verna 1.6 SX VTVT,Delhi,11343.9,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,17.01
5663,Renault KWID RXT,Bangalore,4982.12,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,25.17
5664,Maruti Wagon R LXI,Ahmedabad,2989.27,2008,60123,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
5665,Hyundai Grand i10 Sportz,Jaipur,6131.84,2015,53000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,18.9
5666,Hyundai i20 1.2 Asta,Delhi,10500.78,2017,9000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
5667,Honda Amaze S i-Vtech,Coimbatore,8354.63,2015,53497,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0
5668,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,3050.59,2007,68000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17.8
5669,Hyundai Verna SX CRDi AT,Hyderabad,13781.31,2014,65000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,19.08
5670,Toyota Etios VD SP,Kolkata,9964.24,2014,45155,Diesel,Manual,First,23.59,1364.0,67.04,5.0,23.59
5671,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,14210.54,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,19.0
5672,Hyundai Verna 1.6 CRDi SX,Ahmedabad,10715.39,2015,60000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,23.9
5673,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,56351.61,2019,15976,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9
5674,Skoda Octavia Elegance 1.8 TSI AT,Kochi,26182.96,2017,30523,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,14.7
5675,Chevrolet Beat Diesel LS,Kolkata,4292.29,2013,26300,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44
5676,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,3817.07,2011,66000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,13566.7,2016,70000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,23.65
5678,Honda City V MT,Ahmedabad,6361.78,2011,46000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,16.8
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,15329.6,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,20.64
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,7281.56,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9
5681,Renault KWID AMT RXL,Jaipur,4905.47,2017,33000,Petrol,Automatic,First,24.04,999.0,67.0,5.0,24.04
5682,Maruti Alto 800 LXI,Kochi,5028.11,2017,27718,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,11497.2,2013,58000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,15.8
5684,Maruti Baleno Zeta,Coimbatore,11328.57,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4
5685,Maruti Ritz VDi,Pune,5595.3,2013,77000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,23.2
5686,Mercedes-Benz E-Class 280 CDI,Chennai,16862.56,2007,70000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0
5687,Maruti Ritz VDi,Kolkata,4598.88,2012,97000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,23.2
5688,Chevrolet Beat Diesel LT,Chennai,3449.16,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,25.44
5689,Maruti SX4 Vxi BSIV,Kochi,4338.28,2010,69918,Petrol,Manual,First,15.5,1586.0,103.3,5.0,15.5
5690,Maruti Omni 5 Seater BSIV,Coimbatore,6300.47,2019,4721,Petrol,Manual,First,14.0,796.0,35.0,5.0,14.0
5691,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,22534.51,2014,39163,Diesel,Manual,First,13.5,2477.0,178.0,7.0,13.5
5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,38324.0,2013,80000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,13.0
5693,Chevrolet Beat Diesel LS,Bangalore,3602.46,2015,66000,Diesel,Manual,First,25.44,936.0,56.3,5.0,25.44
5694,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,9826.27,2017,36154,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,25.83
5695,Honda City i-VTEC VX,Ahmedabad,8814.52,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4
5696,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,26903.45,2016,60000,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,17.9
5697,Hyundai Creta 1.4 CRDi S Plus,Jaipur,15712.84,2015,32000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,21.38
5698,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,4844.15,2012,79985,Diesel,Manual,First,17.8,1399.0,67.0,5.0,17.8
5699,Audi A4 2.0 TDI,Bangalore,34491.6,2014,37600,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,16.55
5700,Hyundai i10 Magna 1.1,Kochi,5442.01,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81
5701,BMW 3 Series 320i Sedan,Kochi,15114.99,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,12.05
5702,BMW 7 Series 730Ld,Chennai,68983.2,2013,38000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,16.46
5703,Hyundai Verna 1.6 SX VTVT,Kochi,12248.35,2017,41534,Petrol,Manual,First,17.01,1591.0,121.3,5.0,17.01
5704,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,9964.24,2017,54455,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,22.0
5705,Chevrolet Aveo 1.4 LS,Kolkata,1149.72,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,14.49
5706,Chevrolet Cruze LTZ,Coimbatore,15130.32,2018,52073,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,18.3
5707,Hyundai i20 1.4 Sportz,Kochi,9749.63,2018,40175,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,22.54
5708,Honda BRV i-VTEC V CVT,Mumbai,14563.12,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,16.0
5709,Hyundai Xcent 1.2 Kappa SX,Kochi,9274.41,2017,15029,Petrol,Manual,First,19.1,1197.0,82.0,5.0,19.1
5710,Maruti Alto 800 CNG LXI,Mumbai,3295.86,2013,26200,CNG,Manual,First,30.46,796.0,47.3,5.0,43.51428571428572
5711,Hyundai Grand i10 CRDi Sportz,Hyderabad,8431.28,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0
5712,Maruti Alto LXi,Kolkata,1916.2,2007,18700,Petrol,Manual,Second,19.7,796.0,46.3,5.0,19.7
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,18380.19,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99
5714,Hyundai i10 Sportz 1.2 AT,Mumbai,3832.4,2010,57000,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,16.95
5715,Honda City i-VTEC CVT V,Kochi,17874.31,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,18.0
5716,Maruti Zen LX,Jaipur,812.47,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,17.3
5717,Maruti Wagon R LXI BS IV,Kolkata,4752.18,2015,36428,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51
5718,Ford Figo Diesel Titanium,Hyderabad,3985.7,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,20.0
5719,Honda Amaze S i-Vtech,Kochi,7802.77,2015,47234,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0
5720,Hyundai Accent GLE,Hyderabad,3525.81,2008,62364,Petrol,Manual,First,13.2,1495.0,94.0,5.0,13.2
5721,Hyundai Verna 1.6 SX CRDi (O),Pune,9197.76,2012,89000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32
5722,Maruti Swift ZDi,Ahmedabad,6745.02,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2
5723,Mercedes-Benz B Class B180,Delhi,16862.56,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,14.8
5724,Chevrolet Cruze LTZ,Coimbatore,8737.87,2014,64042,Diesel,Manual,First,17.3,1998.0,163.7,5.0,17.3
5725,Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,10654.07,2013,120000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,20.0
5726,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,12110.38,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,12.05
5727,BMW X1 xDrive 20d xLine,Kochi,44915.73,2018,30733,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,20.68
