,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
4579,Honda City i-VTEC S,Mumbai,9979.57,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4,Honda,City i-VTEC S
4580,Maruti Swift VDI,Mumbai,7128.26,2013,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift VDI
4581,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,12876.86,2013,55101,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.53,Toyota,Corolla Altis 2008-2013 1.8 VL AT
4582,Toyota Etios Cross 1.4L VD,Bangalore,8814.52,2014,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,23.59,Toyota,Etios Cross 1.4L VD
4583,Maruti Wagon R LX,Jaipur,1701.59,2006,110000,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LX
4584,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,26443.56,2014,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,12.0,Mercedes-Benz,E-Class 2015-2017 E 200 CGI
4585,Jaguar XF Aero Sport Edition,Delhi,49054.72,2012,16000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,16.36,Jaguar,XF Aero Sport Edition
4586,Hyundai i20 Sportz Petrol,Kochi,5288.71,2011,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,17.0,Hyundai,i20 Sportz Petrol
4587,Land Rover Freelander 2 SE,Pune,35258.08,2014,85000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,12.39,Land Rover,Freelander 2 SE
4588,Hyundai Elite i20 Petrol Sportz,Kochi,11221.27,2018,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,18.6,Hyundai,Elite i20 Petrol Sportz
4589,Honda Amaze S i-Vtech,Jaipur,6745.02,2014,41210,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0,Honda,Amaze S i-Vtech
4590,Maruti Alto 800 VXI,Coimbatore,6315.8,2016,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74,Maruti,Alto 800 VXI
4591,Toyota Innova Crysta 2.8 ZX AT,Chennai,29892.72,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,11.36,Toyota,Innova Crysta 2.8 ZX AT
4592,Hyundai Grand i10 AT Asta,Hyderabad,9504.35,2016,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 AT Asta
4593,BMW X3 xDrive30d M Sport,Bangalore,68983.2,2016,49000,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,16.55,BMW,X3 xDrive30d M Sport
4594,Hyundai i20 Magna,Chennai,4292.29,2010,95000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,18.5,Hyundai,i20 Magna
4595,Hyundai Grand i10 AT Asta,Pune,7358.21,2015,32000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 AT Asta
4596,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,8661.22,2014,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,25.01,Ford,Fiesta 1.5 TDCi Titanium
4597,Maruti Swift Dzire VDI,Ahmedabad,9044.46,2015,69000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,26.59,Maruti,Swift Dzire VDI
4598,Toyota Etios VXD,Pune,7664.8,2015,65000,Diesel,Manual,Second,23.59,1364.0,67.04,5.0,23.59,Toyota,Etios VXD
4599,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,7511.5,2015,23000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,19.1,Hyundai,Xcent 1.2 Kappa Base
4600,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,6515.08,2009,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,13.5,Honda,Civic 2006-2010 1.8 S MT
4601,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,16709.26,2014,250000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12.99,Toyota,Innova 2.5 GX (Diesel) 8 Seater
4602,Hyundai Accent GLE,Delhi,3755.75,2012,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,13.2,Hyundai,Accent GLE
4603,Maruti Alto 800 LXI,Pune,3832.4,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74,Maruti,Alto 800 LXI
4604,Mercedes-Benz SL-Class SL 500,Kolkata,45222.32,2010,35000,Petrol,Automatic,First,8.1,5461.0,387.3,2.0,8.1,Mercedes-Benz,SL-Class SL 500
4605,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,8814.52,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,22.7,Ford,Ecosport 1.5 DV5 MT Titanium Optional
4606,Hyundai Xcent 1.2 VTVT E,Pune,7664.8,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,20.14,Hyundai,Xcent 1.2 VTVT E
4607,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,7082.28,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,14.3,Skoda,Rapid 1.6 MPI AT Ambition Plus
4608,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,36024.56,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,15.73,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus
4609,Mahindra XUV500 W8 2WD,Kolkata,11113.96,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,XUV500 W8 2WD
4610,Hyundai Verna VTVT 1.6 SX Option,Kochi,18211.56,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,17.0,Hyundai,Verna VTVT 1.6 SX Option
4611,Hyundai Verna Xi (Petrol),Chennai,3449.16,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,13.9,Hyundai,Verna Xi (Petrol)
4612,Ford Ikon 1.6 CLXI,Pune,1303.02,2003,83000,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,14.2,Ford,Ikon 1.6 CLXI
4613,Nissan Micra Active XV,Pune,6131.84,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,19.69,Nissan,Micra Active XV
4614,Honda Brio VX AT,Pune,7818.1,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,16.5,Honda,Brio VX AT
4615,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,19162.0,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99,Toyota,Innova 2.5 GX (Diesel) 7 Seater
4616,Volkswagen Vento 1.5 TDI Highline,Chennai,4445.58,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,20.64,Volkswagen,Vento 1.5 TDI Highline
4617,Mahindra XUV500 W10 AWD,Coimbatore,24466.04,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,XUV500 W10 AWD
4618,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,8354.63,2015,41000,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,16.9,Hyundai,Xcent 1.2 Kappa AT SX Option
4619,Ford Endeavour 2.2 Trend MT 4X4,Kochi,36576.43,2017,38681,Diesel,Manual,First,13.5,2198.0,157.7,7.0,13.5,Ford,Endeavour 2.2 Trend MT 4X4
4620,Chevrolet Spark 1.0 LT,Kochi,2682.68,2008,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,18.0,Chevrolet,Spark 1.0 LT
4621,Maruti Ertiga SHVS VDI,Hyderabad,14946.36,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,24.52,Maruti,Ertiga SHVS VDI
4622,Honda Amaze S i-Dtech,Bangalore,7281.56,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-Dtech
4623,Honda City i VTEC S,Delhi,9581.0,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4,Honda,City i VTEC S
4624,Mini Cooper Countryman D,Bangalore,33725.12,2014,35165,Diesel,Automatic,Second,23.8,1998.0,112.0,5.0,23.8,Mini,Cooper Countryman D
4625,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,21676.05,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.53,Toyota,Corolla Altis 2008-2013 1.8 VL AT
4626,Skoda Superb Elegance 1.8 TSI AT,Delhi,18318.87,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.7,Skoda,Superb Elegance 1.8 TSI AT
4627,Maruti Wagon R LXI BS IV,Delhi,3832.4,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI BS IV
4628,Hyundai i10 Era 1.1,Mumbai,4215.64,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Era 1.1
4629,Tata Tiago 1.2 Revotron XT Option,Coimbatore,8967.82,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,23.84,Tata,Tiago 1.2 Revotron XT Option
4630,Maruti Baleno Zeta 1.2,Ahmedabad,9581.0,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4,Maruti,Baleno Zeta 1.2
4631,Volkswagen Vento 1.6 Highline,Mumbai,7588.15,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,15.04,Volkswagen,Vento 1.6 Highline
4632,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,7281.56,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9,Hyundai,Grand i10 1.2 Kappa Sportz Option
4633,Ford Figo Diesel EXI,Delhi,3909.05,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0,Ford,Figo Diesel EXI
4634,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,6898.32,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,13.9,Honda,Civic 2010-2013 1.8 V AT Sunroof
4635,Maruti Alto 800 LXI,Kochi,4614.21,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74,Maruti,Alto 800 LXI
4636,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,64384.32,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,15.68,Land Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic
4637,Audi A6 2.7 TDI,Kolkata,17629.04,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,12.4,Audi,A6 2.7 TDI
4638,Mercedes-Benz E-Class 280 CDI,Hyderabad,16847.23,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,Mercedes-Benz,E-Class 280 CDI
4639,Honda City 1.5 V AT Exclusive,Jaipur,5687.28,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,17.0,Honda,City 1.5 V AT Exclusive
4640,Honda CR-V 2.4 4WD AT,Jaipur,3065.92,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,10.1,Honda,CR-V 2.4 4WD AT
4641,Maruti Ciaz 1.3 Alpha,Kochi,14532.46,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09,Maruti,Ciaz 1.3 Alpha
4642,Maruti Wagon R LXI,Jaipur,1916.2,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI
4643,Hyundai Creta 1.6 CRDi SX Option,Jaipur,16709.26,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67,Hyundai,Creta 1.6 CRDi SX Option
4644,Maruti Ciaz VDi Plus SHVS,Kolkata,8431.28,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09,Maruti,Ciaz VDi Plus SHVS
4645,Hyundai EON D Lite Plus,Coimbatore,5687.28,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON D Lite Plus
4646,Maruti Ertiga VXI,Mumbai,9581.0,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,16.02,Maruti,Ertiga VXI
4647,Volkswagen Vento Diesel Highline,Chennai,7511.5,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Highline
4648,Honda City 1.5 GXI,Mumbai,1686.26,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,12.8,Honda,City 1.5 GXI
4649,Volkswagen Polo Petrol Trendline 1.2L,Kochi,7235.57,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,16.47,Volkswagen,Polo Petrol Trendline 1.2L
4650,Maruti Alto 800 2016-2019 CNG LXI,Kochi,5671.95,2017,24310,CNG,Manual,First,33.44,796.0,40.3,4.0,47.77142857142857,Maruti,Alto 800 2016-2019 CNG LXI
4651,Mercedes-Benz GLA Class 200 CDI,Mumbai,38094.06,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9,Mercedes-Benz,GLA Class 200 CDI
4652,Hyundai Santa Fe 4X2,Jaipur,18778.76,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,14.66,Hyundai,Santa Fe 4X2
4653,Maruti Swift VDI,Kolkata,5978.54,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift VDI
4654,Hyundai Elite i20 Sportz Plus,Kochi,9626.99,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,18.6,Hyundai,Elite i20 Sportz Plus
4655,Mahindra Xylo E8 BS IV,Mumbai,4215.64,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,14.0,Mahindra,Xylo E8 BS IV
4656,Hyundai Grand i10 Asta Option,Coimbatore,12033.74,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Asta Option
4657,Volkswagen Vento Petrol Highline,Mumbai,4522.23,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,15.04,Volkswagen,Vento Petrol Highline
4658,Honda Accord 2.4 A/T,Mumbai,7434.86,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,11.7,Honda,Accord 2.4 A/T
4659,Mercedes-Benz S-Class S 350 d,Bangalore,45988.8,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,13.5,Mercedes-Benz,S-Class S 350 d
4660,Mercedes-Benz B Class B200 CDI,Bangalore,30505.9,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,15.0,Mercedes-Benz,B Class B200 CDI
4661,Hyundai Creta 1.6 SX Option Diesel,Bangalore,16555.97,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,20.5,Hyundai,Creta 1.6 SX Option Diesel
4662,Maruti Alto LXI,Hyderabad,2682.68,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7,Maruti,Alto LXI
4663,Audi A3 35 TDI Premium,Mumbai,29509.48,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,20.38,Audi,A3 35 TDI Premium
4664,Renault Duster 85PS Diesel RxL,Delhi,8431.28,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87,Renault,Duster 85PS Diesel RxL
4665,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,4215.64,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17.8,Ford,Fiesta 1.4 ZXi TDCi ABS
4666,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,19928.48,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67,Hyundai,Creta 1.6 SX Plus Diesel
4667,Ford Figo Diesel ZXI,Mumbai,4905.47,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,20.0,Ford,Figo Diesel ZXI
4668,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,8952.49,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,15.26,Volkswagen,Polo Petrol Highline 1.6L
4669,Volvo V40 D3 R Design,Hyderabad,36791.04,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,16.8,Volvo,V40 D3 R Design
4670,Hyundai Verna SX CRDi AT,Chennai,9581.0,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,19.08,Hyundai,Verna SX CRDi AT
4671,BMW 7 Series 2007-2012 730Ld,Hyderabad,55186.56,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,14.49,BMW,7 Series 2007-2012 730Ld
4672,Mitsubishi Lancer GLXD,Chennai,4598.88,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,14.8,Mitsubishi,Lancer GLXD
4673,Toyota Fortuner 3.0 Diesel,Chennai,16862.56,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5,Toyota,Fortuner 3.0 Diesel
4674,Maruti Ciaz VDi Plus,Chennai,9964.24,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,26.21,Maruti,Ciaz VDi Plus
4675,Maruti Vitara Brezza VDi Option,Hyderabad,14409.82,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3,Maruti,Vitara Brezza VDi Option
4676,BMW 3 Series Luxury Line,Kochi,58129.84,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,21.76,BMW,3 Series Luxury Line
4677,Volkswagen Vento Petrol Highline AT,Pune,8048.04,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,14.4,Volkswagen,Vento Petrol Highline AT
4678,Hyundai i20 1.2 Asta,Chennai,6898.32,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,17.0,Hyundai,i20 1.2 Asta
4679,BMW X5 3.0d,Chennai,27593.28,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,11.0,BMW,X5 3.0d
4680,Hyundai Xcent 1.2 Kappa S,Coimbatore,8523.26,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,19.1,Hyundai,Xcent 1.2 Kappa S
4681,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,33725.12,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,14.21,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency
4682,Land Rover Freelander 2 SE,Hyderabad,33725.12,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,12.39,Land Rover,Freelander 2 SE
4683,Hyundai i10 Magna,Mumbai,4062.34,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna
4684,Hyundai Verna 1.6 SX CRDi (O),Jaipur,8967.82,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX CRDi (O)
4685,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,10654.07,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,19.33,Volkswagen,Jetta 2012-2014 2.0L TDI Highline
4686,Mahindra XUV500 W8 2WD,Kolkata,9964.24,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1,Mahindra,XUV500 W8 2WD
4687,Maruti Omni 8 Seater BSII,Jaipur,1303.02,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,19.7,Maruti,Omni 8 Seater BSII
4688,Skoda Superb Style 1.8 TSI AT,Delhi,11113.96,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,14.67,Skoda,Superb Style 1.8 TSI AT
4689,Maruti Swift VDI,Pune,6898.32,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift VDI
4690,Mahindra Scorpio 2.6 LX,Mumbai,6515.08,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,10.5,Mahindra,Scorpio 2.6 LX
4691,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,39856.96,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,13.7,Mercedes-Benz,GLA Class 200 Sport Edition
4692,Mahindra Thar CRDe,Coimbatore,14808.39,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,16.55,Mahindra,Thar CRDe
4693,Renault Duster 110PS Diesel RxZ,Bangalore,10500.78,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,19.01,Renault,Duster 110PS Diesel RxZ
4694,Audi Q5 2008-2012 2.0 TDI,Coimbatore,36300.49,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,12.8,Audi,Q5 2008-2012 2.0 TDI
4695,Land Rover Freelander 2 SE,Delhi,24144.12,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,12.39,Land Rover,Freelander 2 SE
4696,Volkswagen Vento Diesel Comfortline,Pune,5365.36,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Comfortline
4697,BMW 5 Series 2003-2012 540i Sedan,Delhi,10715.39,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,11.62,BMW,5 Series 2003-2012 540i Sedan
4698,Hyundai Elantra CRDi SX,Coimbatore,23868.19,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,22.7,Hyundai,Elantra CRDi SX
4699,Tata Sumo EX,Coimbatore,8109.36,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,15.3,Tata,Sumo EX
4700,Datsun redi-GO T,Kolkata,3449.16,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,22.7,Datsun,redi-GO T
4701,BMW X5 xDrive 30d,Chennai,30659.2,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,11.7,BMW,X5 xDrive 30d
4702,BMW 6 Series 630i Coupe,Mumbai,72815.6,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,7.94,BMW,6 Series 630i Coupe
4703,Maruti Alto Vxi 1.1,Chennai,1870.21,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,18.9,Maruti,Alto Vxi 1.1
4704,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,5595.3,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,16.47,Volkswagen,Polo Petrol Comfortline 1.2L
4705,Datsun GO Plus A,Pune,4752.18,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,20.62,Datsun,GO Plus A
4706,Hyundai Creta 1.6 VTVT S,Bangalore,17629.04,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,15.29,Hyundai,Creta 1.6 VTVT S
4707,Maruti Alto K10 VXI,Kochi,5304.04,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,24.07,Maruti,Alto K10 VXI
4708,Hyundai Santa Fe 4X4,Coimbatore,12846.2,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,14.66,Hyundai,Santa Fe 4X4
4709,Volkswagen Polo GT TDI,Pune,7358.21,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,15.11,Volkswagen,Polo GT TDI
4710,Honda Amaze S i-Dtech,Pune,6898.32,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-Dtech
4711,Maruti Swift VDI,Kolkata,6055.19,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift VDI
4712,Skoda Rapid 1.6 TDI Ambition,Hyderabad,5595.3,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,20.5,Skoda,Rapid 1.6 TDI Ambition
4713,Mercedes-Benz E-Class 280 CDI,Mumbai,15329.6,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,Mercedes-Benz,E-Class 280 CDI
4714,Mahindra Scorpio SLE BSIV,Delhi,6131.84,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,12.05,Mahindra,Scorpio SLE BSIV
4715,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,7281.56,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,21.64,Nissan,Sunny 2011-2014 Diesel XL
4716,Maruti Swift Dzire VXi,Bangalore,4752.18,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,17.5,Maruti,Swift Dzire VXi
4717,Hyundai EON Sportz,Kochi,5533.99,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON Sportz
4718,Honda Brio S MT,Coimbatore,6576.4,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio S MT
4719,Nissan Micra XV Primo,Kolkata,3265.2,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,18.06,Nissan,Micra XV Primo
4720,Maruti Alto LXi BSII,Mumbai,1686.26,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7,Maruti,Alto LXi BSII
4721,BMW 3 Series 320d,Hyderabad,21384.79,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,22.69,BMW,3 Series 320d
4722,Volkswagen Polo 1.2 MPI Highline,Mumbai,8201.34,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,16.47,Volkswagen,Polo 1.2 MPI Highline
4723,Maruti Celerio LXI,Hyderabad,5978.54,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio LXI
4724,Maruti Wagon R VXI 1.2,Kolkata,4292.29,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,21.5,Maruti,Wagon R VXI 1.2
4725,Maruti Ciaz ZDi Plus,Mumbai,13413.4,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,26.21,Maruti,Ciaz ZDi Plus
4726,Audi A4 2.0 TDI,Hyderabad,29892.72,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,16.55,Audi,A4 2.0 TDI
4727,Honda Brio S MT,Kolkata,4215.64,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio S MT
4728,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,12263.68,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,11.79,Mahindra,Scorpio VLX 2WD AT BSIV
4729,Honda City i DTEC V,Delhi,8737.87,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0,Honda,City i DTEC V
4730,BMW X1 sDrive20d,Ahmedabad,19162.0,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.05,BMW,X1 sDrive20d
4731,Chevrolet Spark 1.0 LT,Chennai,2682.68,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,18.0,Chevrolet,Spark 1.0 LT
4732,Ford Figo Diesel EXI,Chennai,2912.62,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,20.0,Ford,Figo Diesel EXI
4733,Maruti Swift VXI BSIV,Ahmedabad,6898.32,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,20.4,Maruti,Swift VXI BSIV
4734,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,46448.69,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,19.27,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
4735,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,24527.36,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,19.3,Skoda,Octavia Elegance 2.0 TDI AT
