,Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
5159,5159,Maruti Baleno RS Petrol,Kochi,12493.62,2017_2019,43639,Others,Manual,First,21.1,998,100.0,Others,21.1,Maruti,Baleno RS Petrol
5160,5160,Hyundai i10 Magna,Kochi,4936.13,2007_2012,37333,Others,Manual,First,20.36,1197,78.9,Others,20.36,Hyundai,i10 Magna
5161,5161,Hyundai i20 1.2 Spotz,Kochi,11727.14,2017_2019,48407,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 1.2 Spotz
5162,5162,BMW Z4 2009-2013 35i,Delhi,45988.8,2007_2012,25000,Others,Automatic,First,10.37,2979,306.0,2,10.37,BMW,Z4 2009-2013 35i
5163,5163,Hyundai i10 Sportz 1.2,Pune,3525.81,2007_2012,72400,Others,Manual,Other,20.36,1197,78.9,Others,20.36,Hyundai,i10 Sportz 1.2
5164,5164,Mini Cooper S Carbon Edition,Delhi,33725.12,2007_2012,18000,Others,Automatic,First,13.6,1598,181.0,4,13.6,Mini,Cooper S Carbon Edition
5165,5165,Honda Brio V MT,Pune,5028.11,2007_2012,65167,Others,Manual,First,19.4,1198,86.8,Others,19.4,Honda,Brio V MT
5166,5166,Maruti Ciaz ZXi Option,Kochi,10868.69,2014_2016,25418,Others,Manual,First,20.73,1373,91.2,Others,20.73,Maruti,Ciaz ZXi Option
5167,5167,Maruti Swift Dzire ZDi,Coimbatore,9902.92,2013_2014,38995,Diesel,Manual,First,19.3,1248,73.9,Others,19.3,Maruti,Swift Dzire ZDi
5168,5168,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,6131.84,2007_2012,60000,Diesel,Manual,First,22.07,1199,73.9,Others,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
5169,5169,BMW X1 sDrive20d,Delhi,16862.56,2007_2012,72000,Diesel,Automatic,First,17.05,1995,184.0,Others,17.05,BMW,X1 sDrive20d
5170,5170,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,76326.08,2014_2016,31075,Diesel,Automatic,Other,12.07,2967,241.4,7,12.07,Audi,Q7 3.0 TDI Quattro Premium Plus
5171,5171,Ford Figo 1.5D Trend MT,Kolkata,7358.21,2014_2016,4311,Diesel,Manual,First,25.83,1498,99.0,Others,25.83,Ford,Figo 1.5D Trend MT
5172,5172,BMW 3 Series Luxury Line,Bangalore,53653.6,2017_2019,21000,Diesel,Automatic,First,21.76,1995,190.0,Others,21.76,BMW,3 Series Luxury Line
5173,5173,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,33709.79,2007_2012,54000,Diesel,Automatic,First,14.0,2987,224.0,Others,14.0,Mercedes-Benz,M-Class ML 350 CDI Corporate
5174,5174,Maruti Wagon R LX BSIII,Mumbai,1686.26,2007_2012,50000,Others,Manual,Other,17.3,1061,64.0,Others,17.3,Maruti,Wagon R LX BSIII
5175,5175,Maruti Baleno Zeta 1.2,Delhi,10117.54,2017_2019,13000,Others,Manual,First,21.4,1197,83.1,Others,21.4,Maruti,Baleno Zeta 1.2
5176,5176,Maruti Dzire VXI,Pune,6898.32,2013_2014,74000,Others,Manual,First,22.0,1197,81.8,Others,22.0,Maruti,Dzire VXI
5177,5177,Chevrolet Aveo U-VA 1.2 LT,Pune,1532.96,2007_2012,75000,Others,Manual,Other,14.7,1150,76.0,Others,14.7,Chevrolet,Aveo U-VA 1.2 LT
5178,5178,Volkswagen Polo 1.5 TDI Highline,Chennai,10577.42,2017_2019,25000,Diesel,Manual,First,20.14,1498,88.0,Others,20.14,Volkswagen,Polo 1.5 TDI Highline
5179,5179,Audi Q5 30 TDI quattro Premium,Mumbai,39075.15,2014_2016,52000,Diesel,Automatic,First,14.16,1968,174.3,Others,14.16,Audi,Q5 30 TDI quattro Premium
5180,5180,Audi A6 35 TDI Matrix,Chennai,54420.08,2014_2016,20000,Diesel,Automatic,First,18.53,1968,187.74,Others,18.53,Audi,A6 35 TDI Matrix
5181,5181,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,9626.99,2017_2019,32663,Diesel,Manual,First,24.0,1186,73.97,Others,24.0,Hyundai,Grand i10 1.2 CRDi Sportz
5182,5182,Mahindra Scorpio SLE BSIV,Delhi,7480.84,2007_2012,76777,Diesel,Manual,Other,12.05,2179,120.0,Others,12.05,Mahindra,Scorpio SLE BSIV
5183,5183,Tata Bolt Quadrajet XE,Hyderabad,5671.95,2014_2016,100303,Diesel,Manual,First,22.95,1248,74.0,Others,22.95,Tata,Bolt Quadrajet XE
5184,5184,Hyundai EON Era Plus,Kochi,5288.71,2014_2016,43993,Others,Manual,First,21.1,814,55.2,Others,21.1,Hyundai,EON Era Plus
5185,5185,Mahindra Scorpio S8 8 Seater,Kochi,15682.18,2014_2016,72118,Diesel,Manual,First,15.4,2179,120.0,Others,15.4,Mahindra,Scorpio S8 8 Seater
5186,5186,Honda Accord 2001-2003 2.0 AT,Bangalore,9964.24,2007_2012,83000,Others,Automatic,Other,11.1,2354,142.0,Others,11.1,Honda,Accord 2001-2003 2.0 AT
5187,5187,Volkswagen Polo 1.2 MPI Highline,Mumbai,9427.7,2014_2016,7523,Others,Manual,First,16.2,1199,74.0,Others,16.2,Volkswagen,Polo 1.2 MPI Highline
5188,5188,Maruti Eeco 7 Seater Standard,Mumbai,4445.58,2013_2014,34670,Others,Manual,First,15.1,1196,73.0,7,15.1,Maruti,Eeco 7 Seater Standard
5189,5189,Hyundai Grand i10 CRDi Sportz,Ahmedabad,8431.28,2014_2016,30000,Diesel,Manual,First,24.0,1120,70.0,Others,24.0,Hyundai,Grand i10 CRDi Sportz
5190,5190,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,47521.76,2017_2019,17000,Diesel,Automatic,First,10.91,3198,197.0,7,10.91,Ford,Endeavour 3.2 Titanium AT 4X4
5191,5191,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,6515.08,2014_2016,59261,Diesel,Manual,First,24.0,1186,73.97,Others,24.0,Hyundai,Grand i10 1.2 CRDi Sportz
5192,5192,Maruti Swift VDI,Kochi,8400.62,2014_2016,65210,Diesel,Manual,First,22.9,1248,74.0,Others,22.9,Maruti,Swift VDI
5193,5193,Hyundai i20 1.2 Asta Option,Bangalore,11113.96,2014_2016,19000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 1.2 Asta Option
5194,5194,Maruti Swift Dzire VXi,Hyderabad,4598.88,2007_2012,50000,Others,Manual,First,17.5,1298,85.8,Others,17.5,Maruti,Swift Dzire VXi
5195,5195,BMW 3 Series 320d Luxury Line,Hyderabad,45222.32,2014_2016,47000,Diesel,Automatic,First,22.69,1995,190.0,Others,22.69,BMW,3 Series 320d Luxury Line
5196,5196,Honda City ZX GXi,Mumbai,2284.11,2007_2012,75000,Others,Manual,Other,17.7,1497,78.0,Others,17.7,Honda,City ZX GXi
5197,5197,Hyundai i10 Sportz 1.2 AT,Pune,5595.3,2013_2014,54534,Others,Automatic,First,16.95,1197,78.9,Others,16.95,Hyundai,i10 Sportz 1.2 AT
5198,5198,Ford Ecosport Signature Edition Diesel,Ahmedabad,16709.26,2017_2019,13000,Diesel,Manual,First,23.0,1498,98.96,Others,23.0,Ford,Ecosport Signature Edition Diesel
5199,5199,Maruti Celerio ZXI MT,Bangalore,6591.73,2014_2016,48808,Others,Manual,First,23.1,998,67.04,Others,23.1,Maruti,Celerio ZXI MT
5200,5200,Maruti Ertiga VDI,Pune,9366.39,2007_2012,63001,Diesel,Manual,Other,20.77,1248,88.76,7,20.77,Maruti,Ertiga VDI
5201,5201,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,23760.88,2014_2016,64771,Diesel,Manual,First,12.8,2494,102.0,Others,12.8,Toyota,Innova 2.5 V Diesel 8-seater
5202,5202,Honda City i VTEC SV,Mumbai,10577.42,2014_2016,34634,Others,Manual,First,17.8,1497,117.3,Others,17.8,Honda,City i VTEC SV
5203,5203,Maruti Swift Dzire VXI,Bangalore,7189.58,2007_2012,69242,Others,Manual,First,19.1,1197,85.8,Others,19.1,Maruti,Swift Dzire VXI
5204,5204,Maruti Ritz LXi,Kochi,4890.14,2007_2012,33292,Others,Manual,First,18.5,1197,85.8,Others,18.5,Maruti,Ritz LXi
5205,5205,Hyundai i20 Sportz AT 1.4,Pune,5748.6,2007_2012,55000,Others,Automatic,Other,15.0,1396,98.6,Others,15.0,Hyundai,i20 Sportz AT 1.4
5206,5206,Hyundai i20 Active SX Dual Tone Petrol,Pune,13183.46,2017_2019,1000,Others,Manual,First,17.19,1197,81.86,Others,17.19,Hyundai,i20 Active SX Dual Tone Petrol
5207,5207,Honda City 1.5 E MT,Chennai,5901.9,2007_2012,80000,Others,Manual,Other,17.0,1497,118.0,Others,17.0,Honda,City 1.5 E MT
5208,5208,Porsche Cayenne S Diesel,Coimbatore,103980.68,2014_2016,65003,Diesel,Automatic,First,13.6,4134,382.0,Others,13.6,Porsche,Cayenne S Diesel
5209,5209,Honda Amaze VX i-VTEC,Coimbatore,14271.86,2017_2019,16573,Others,Manual,First,17.8,1198,86.7,Others,17.8,Honda,Amaze VX i-VTEC
5210,5210,Honda Civic 2006-2010 1.8 S AT,Pune,4598.88,2007_2012,152633,Others,Automatic,First,12.9,1799,130.0,Others,12.9,Honda,Civic 2006-2010 1.8 S AT
5211,5211,Hyundai i20 Magna 1.2,Bangalore,8431.28,2014_2016,53000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 Magna 1.2
5212,5212,Hyundai Creta 1.6 CRDi SX,Hyderabad,20388.37,2017_2019,50129,Diesel,Manual,First,19.67,1582,126.2,Others,19.67,Hyundai,Creta 1.6 CRDi SX
5213,5213,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,35258.08,2013_2014,63716,Diesel,Automatic,First,15.73,1968,174.33,Others,15.73,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus
5214,5214,Maruti Alto 800 2016-2019 LXI,Mumbai,5135.42,2017_2019,11000,Others,Manual,First,24.7,796,47.3,Others,24.7,Maruti,Alto 800 2016-2019 LXI
5215,5215,BMW X1 sDrive 20d Exclusive,Chennai,15329.6,2007_2012,115000,Diesel,Automatic,Other,15.06,1995,177.0,Others,15.06,BMW,X1 sDrive 20d Exclusive
5216,5216,Hyundai i10 Magna,Delhi,4522.23,2013_2014,63265,Others,Manual,First,20.36,1197,78.9,Others,20.36,Hyundai,i10 Magna
5217,5217,Volkswagen Ameo 1.5 TDI Highline,Pune,10347.48,2014_2016,20000,Diesel,Manual,First,21.66,1498,108.62,Others,21.66,Volkswagen,Ameo 1.5 TDI Highline
5218,5218,Volkswagen Polo Petrol Highline 1.2L,Pune,3740.42,2007_2012,79000,Others,Manual,Other,16.47,1198,73.9,Others,16.47,Volkswagen,Polo Petrol Highline 1.2L
5219,5219,Maruti Ciaz VXi Plus,Mumbai,8967.82,2014_2016,41000,Others,Manual,First,20.73,1373,91.1,Others,20.73,Maruti,Ciaz VXi Plus
5220,5220,Volkswagen Polo GT TSI,Kochi,11343.9,2014_2016,26323,Others,Automatic,First,17.21,1197,103.5,Others,17.21,Volkswagen,Polo GT TSI
5221,5221,Hyundai Xcent 1.1 CRDi Base,Pune,5825.25,2014_2016,76000,Diesel,Manual,First,24.4,1120,71.0,Others,24.4,Hyundai,Xcent 1.1 CRDi Base
5222,5222,Honda Civic 2006-2010 1.8 S MT,Hyderabad,5825.25,2007_2012,69972,Others,Manual,First,13.5,1799,130.0,Others,13.5,Honda,Civic 2006-2010 1.8 S MT
5223,5223,Honda City ZX GXi,Kolkata,4138.99,2007_2012,69000,Others,Manual,First,17.7,1497,78.0,Others,17.7,Honda,City ZX GXi
5224,5224,Mahindra Bolero ZLX,Jaipur,11052.64,2014_2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,15.96,Mahindra,Bolero ZLX
5225,5225,Honda City i VTEC V,Hyderabad,12110.38,2014_2016,29512,Others,Manual,First,17.4,1497,117.3,Others,17.4,Honda,City i VTEC V
5226,5226,Hyundai Xcent 1.2 CRDi S,Kolkata,6438.43,2017_2019,51000,Diesel,Manual,First,25.4,1186,73.97,Others,25.4,Hyundai,Xcent 1.2 CRDi S
5227,5227,Renault Duster 110PS Diesel RxL,Mumbai,8814.52,2013_2014,58003,Diesel,Manual,First,19.01,1461,108.45,Others,19.01,Renault,Duster 110PS Diesel RxL
5228,5228,Maruti A-Star AT VXI,Hyderabad,5288.71,2013_2014,56500,Others,Automatic,First,16.98,998,66.1,Others,16.98,Maruti,A-Star AT VXI
5229,5229,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,39473.72,2013_2014,29063,Diesel,Automatic,First,17.11,1968,174.33,Others,17.11,Audi,A4 2.0 TDI 177 Bhp Premium Plus
5230,5230,Mahindra XUV500 W8 2WD,Coimbatore,25431.81,2017_2019,46811,Diesel,Manual,First,16.0,2179,140.0,7,16.0,Mahindra,XUV500 W8 2WD
5231,5231,Renault Pulse Petrol RxZ,Coimbatore,7189.58,2013_2014,31897,Others,Manual,First,18.06,1198,74.96,Others,18.06,Renault,Pulse Petrol RxZ
5232,5232,BMW 3 Series 320d,Mumbai,11497.2,2007_2012,52100,Diesel,Automatic,Other,13.2,1995,170.0,Others,13.2,BMW,3 Series 320d
5233,5233,Toyota Innova Crysta 2.4 GX MT,Hyderabad,25293.84,2014_2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,13.68,Toyota,Innova Crysta 2.4 GX MT
5234,5234,Honda City 1.5 S MT,Kolkata,3050.59,2007_2012,31423,Others,Manual,First,17.0,1497,118.0,Others,17.0,Honda,City 1.5 S MT
5235,5235,Maruti Swift VDI,Chennai,8048.04,2013_2014,75180,Diesel,Manual,First,22.9,1248,74.0,Others,22.9,Maruti,Swift VDI
5236,5236,Renault Duster 110PS Diesel RxZ Plus,Mumbai,8277.98,2013_2014,75000,Diesel,Manual,Other,19.64,1461,108.45,Others,19.64,Renault,Duster 110PS Diesel RxZ Plus
5237,5237,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,5978.54,2013_2014,15000,Others,Manual,First,16.47,1198,74.0,Others,16.47,Volkswagen,Polo 1.2 MPI Comfortline
5238,5238,Hyundai i20 Active 1.2 S,Mumbai,8891.17,2014_2016,12000,Others,Manual,First,17.19,1197,81.86,Others,17.19,Hyundai,i20 Active 1.2 S
5239,5239,BMW 5 Series 2013-2017 520d Luxury Line,Pune,46755.28,2013_2014,32000,Diesel,Automatic,First,18.12,1995,190.0,Others,18.12,BMW,5 Series 2013-2017 520d Luxury Line
5240,5240,Maruti Swift Dzire LDI,Hyderabad,8584.58,2017_2019,44504,Diesel,Manual,First,23.4,1248,74.0,Others,23.4,Maruti,Swift Dzire LDI
5241,5241,Maruti Swift LDI,Jaipur,7894.74,2014_2016,39437,Diesel,Manual,First,28.4,1248,74.0,Others,28.4,Maruti,Swift LDI
5242,5242,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,14532.46,2017_2019,36931,Diesel,Automatic,First,19.08,1582,126.2,Others,19.08,Hyundai,Verna 1.6 CRDI AT SX Option
5243,5243,Tata Nano XTA,Bangalore,3648.44,2014_2016,17800,Others,Automatic,Other,21.9,624,37.48,4,21.9,Tata,Nano XTA
5244,5244,Maruti Swift Dzire LXi,Hyderabad,5825.25,2007_2012,71346,Others,Manual,First,17.5,1298,85.8,Others,17.5,Maruti,Swift Dzire LXi
5245,5245,Hyundai i20 Asta Option 1.2,Delhi,8431.28,2014_2016,45000,Others,Manual,Other,18.6,1197,81.83,Others,18.6,Hyundai,i20 Asta Option 1.2
5246,5246,Hyundai i20 1.2 Sportz,Hyderabad,5442.01,2007_2012,85155,Others,Manual,First,17.0,1197,80.0,Others,17.0,Hyundai,i20 1.2 Sportz
5247,5247,Maruti Ciaz ZXi,Mumbai,9734.3,2014_2016,48823,Others,Manual,First,20.73,1373,91.1,Others,20.73,Maruti,Ciaz ZXi
5248,5248,Land Rover Range Rover 2.2L Prestige,Delhi,55186.56,2014_2016,37000,Diesel,Automatic,First,12.7,2179,187.7,Others,12.7,Land Rover,Range Rover 2.2L Prestige
5249,5249,Tata Indigo LX BSII,Hyderabad,1686.26,1998_2006,92000,Diesel,Manual,Other,16.1,1405,70.0,Others,16.1,Tata,Indigo LX BSII
5250,5250,Tata Zest Revotron 1.2T XM,Mumbai,5671.95,2013_2014,36000,Others,Manual,First,17.57,1193,88.7,Others,17.57,Tata,Zest Revotron 1.2T XM
5251,5251,Mahindra XUV500 W10 1.99 mHawk,Delhi,20694.96,2014_2016,24569,Diesel,Manual,First,16.0,1997,140.0,7,16.0,Mahindra,XUV500 W10 1.99 mHawk
5252,5252,Honda Accord 2.4 AT,Mumbai,4368.94,2007_2012,95000,Others,Automatic,Other,11.7,2354,177.6,Others,11.7,Honda,Accord 2.4 AT
5253,5253,Tata Nano Twist XT,Coimbatore,3265.2,2014_2016,25811,Others,Manual,Other,25.4,624,37.5,4,25.4,Tata,Nano Twist XT
5254,5254,Hyundai Elantra CRDi S,Ahmedabad,11880.44,2014_2016,65000,Diesel,Manual,First,22.7,1582,126.2,Others,22.7,Hyundai,Elantra CRDi S
5255,5255,Tata Indica V2 eLS,Chennai,4368.94,2017_2019,100400,Diesel,Manual,First,25.0,1396,69.0,Others,25.0,Tata,Indica V2 eLS
5256,5256,Honda Amaze S i-Dtech,Jaipur,7588.15,2013_2014,76414,Diesel,Manual,First,25.8,1498,98.6,Others,25.8,Honda,Amaze S i-Dtech
5257,5257,Mahindra XUV500 W8 2WD,Kochi,9504.35,2007_2012,82103,Diesel,Manual,First,15.1,2179,140.0,7,15.1,Mahindra,XUV500 W8 2WD
5258,5258,BMW X3 xDrive 20d Expedition,Pune,26826.8,2013_2014,98000,Diesel,Automatic,First,18.56,1995,190.0,Others,18.56,BMW,X3 xDrive 20d Expedition
5259,5259,Hyundai Grand i10 1.2 Kappa Magna,Pune,3449.16,2007_2012,45252,Others,Manual,First,18.9,1197,81.86,Others,18.9,Hyundai,Grand i10 1.2 Kappa Magna
5260,5260,Maruti Baleno Zeta 1.2,Delhi,10347.48,2017_2019,10300,Others,Manual,First,21.4,1197,83.1,Others,21.4,Maruti,Baleno Zeta 1.2
5261,5261,Hyundai Verna 1.6 CRDi AT SX,Kochi,14915.7,2014_2016,42024,Diesel,Automatic,First,19.08,1582,126.2,Others,19.08,Hyundai,Verna 1.6 CRDi AT SX
5262,5262,Maruti Ertiga VDI,Kochi,13014.83,2017_2019,51236,Diesel,Manual,First,25.47,1248,88.5,7,25.47,Maruti,Ertiga VDI
5263,5263,Mini Cooper S Carbon Edition,Mumbai,38324.0,2013_2014,52000,Others,Automatic,First,13.6,1598,181.0,4,13.6,Mini,Cooper S Carbon Edition
5264,5264,Maruti Ritz ZDi,Coimbatore,8569.25,2014_2016,42894,Diesel,Manual,First,23.2,1248,73.94,Others,23.2,Maruti,Ritz ZDi
5265,5265,Skoda Laura L n K 1.9 PD AT,Mumbai,7358.21,2007_2012,68000,Diesel,Automatic,First,15.6,1896,106.0,Others,15.6,Skoda,Laura L n K 1.9 PD AT
5266,5266,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,8354.63,2013_2014,69000,Diesel,Manual,First,22.7,1498,89.84,Others,22.7,Ford,Ecosport 1.5 DV5 MT Titanium Optional
5267,5267,Hyundai i20 2015-2017 Sportz 1.2,Pune,9964.24,2017_2019,10000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 2015-2017 Sportz 1.2
5268,5268,Honda Brio E MT,Chennai,6668.38,2014_2016,16000,Others,Manual,First,19.4,1198,86.8,Others,19.4,Honda,Brio E MT
5269,5269,Honda Amaze S i-Dtech,Kolkata,5748.6,2013_2014,46992,Diesel,Manual,First,25.8,1498,98.6,Others,25.8,Honda,Amaze S i-Dtech
5270,5270,BMW 5 Series 2003-2012 520d,Pune,18395.52,2007_2012,170000,Diesel,Automatic,Other,18.48,1995,177.0,Others,18.48,BMW,5 Series 2003-2012 520d
5271,5271,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,49054.72,2013_2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,12.07,Audi,Q7 3.0 TDI Quattro Premium Plus
5272,5272,Hyundai Grand i10 CRDi Magna,Jaipur,6131.84,2014_2016,50000,Diesel,Manual,Other,24.0,1120,70.0,Others,24.0,Hyundai,Grand i10 CRDi Magna
5273,5273,Nissan Micra Diesel XV,Kolkata,3985.7,2007_2012,39010,Diesel,Manual,First,23.08,1461,63.1,Others,23.08,Nissan,Micra Diesel XV
5274,5274,Hyundai Grand i10 Sportz,Jaipur,6821.67,2014_2016,26946,Others,Manual,First,18.9,1197,82.0,Others,18.9,Hyundai,Grand i10 Sportz
5275,5275,Hyundai EON Era,Pune,3985.7,2014_2016,28700,Others,Manual,First,21.1,814,55.2,Others,21.1,Hyundai,EON Era
5276,5276,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,24527.36,2007_2012,60000,Others,Automatic,First,11.74,1796,186.0,Others,11.74,Mercedes-Benz,New C-Class C250 Avantgarde
5277,5277,Land Rover Range Rover 2.2L Pure,Delhi,49821.2,2013_2014,38999,Diesel,Automatic,First,12.7,2179,187.7,Others,12.7,Land Rover,Range Rover 2.2L Pure
5278,5278,Mahindra Ssangyong Rexton RX7,Mumbai,21231.5,2014_2016,39000,Diesel,Automatic,First,11.18,2696,184.0,7,11.18,Mahindra,Ssangyong Rexton RX7
5279,5279,Maruti Ciaz 1.4 Delta,Coimbatore,13428.73,2017_2019,7784,Others,Manual,First,20.73,1373,91.1,Others,20.73,Maruti,Ciaz 1.4 Delta
5280,5280,Mercedes-Benz R-Class R350 4Matic Long,Kochi,36300.49,2013_2014,45710,Others,Automatic,First,11.8,3498,272.0,7,11.8,Mercedes-Benz,R-Class R350 4Matic Long
5281,5281,Maruti Dzire AMT VXI,Chennai,8431.28,2017_2019,42000,Others,Automatic,First,22.0,1197,81.8,Others,22.0,Maruti,Dzire AMT VXI
5282,5282,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,100884.1,2013_2014,75995,Diesel,Automatic,Other,11.49,4367,335.3,Others,11.49,Land Rover,Range Rover Vogue SE 4.4 SDV8
5283,5283,Renault Duster 110PS Diesel RxZ,Kolkata,7649.47,2013_2014,57000,Diesel,Manual,First,19.01,1461,108.45,Others,19.01,Renault,Duster 110PS Diesel RxZ
5284,5284,Hyundai Verna 1.6 SX,Chennai,8737.87,2013_2014,85350,Diesel,Manual,Other,22.32,1582,126.32,Others,22.32,Hyundai,Verna 1.6 SX
5285,5285,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,18380.19,2014_2016,82725,Others,Automatic,First,14.28,1798,138.03,Others,14.28,Toyota,Corolla Altis 1.8 VL CVT
5286,5286,BMW 3 Series Sport,Mumbai,45973.47,2014_2016,19000,Diesel,Automatic,Other,21.76,1995,190.0,Others,21.76,BMW,3 Series Sport
5287,5287,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,14563.12,2017_2019,13900,Others,Manual,First,18.88,1499,110.4,Others,18.88,Ford,EcoSport 1.5 Ti VCT MT Signature
5288,5288,Maruti Swift VDI BSIV,Hyderabad,8431.28,2013_2014,108000,Diesel,Manual,First,25.2,1248,74.0,Others,25.2,Maruti,Swift VDI BSIV
5289,5289,Hyundai Santa Fe 4x4 AT,Bangalore,35258.08,2014_2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,11.72,Hyundai,Santa Fe 4x4 AT
5290,5290,Tata Indica V2 DLS,Hyderabad,4522.23,2013_2014,62188,Diesel,Manual,First,17.2,1396,53.5,Others,17.2,Tata,Indica V2 DLS
5291,5291,Hyundai Grand i10 CRDi Sportz,Kochi,7511.5,2014_2016,58397,Diesel,Manual,First,24.0,1120,70.0,Others,24.0,Hyundai,Grand i10 CRDi Sportz
5292,5292,Maruti Wagon R VXI AMT,Delhi,6515.08,2014_2016,30000,Others,Automatic,First,22.5,998,67.0,Others,22.5,Maruti,Wagon R VXI AMT
5293,5293,Mahindra XUV500 W10 2WD,Kochi,25079.23,2017_2019,29907,Diesel,Manual,First,16.0,2179,140.0,7,16.0,Mahindra,XUV500 W10 2WD
5294,5294,Audi A4 2.0 TDI,Kolkata,15252.95,2007_2012,46000,Diesel,Automatic,First,16.55,1968,147.51,Others,16.55,Audi,A4 2.0 TDI
5295,5295,Volkswagen Vento Diesel Highline,Bangalore,8431.28,2007_2012,65000,Diesel,Manual,First,20.54,1598,103.6,Others,20.54,Volkswagen,Vento Diesel Highline
5296,5296,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,12646.92,2014_2016,22000,Diesel,Manual,First,24.3,1248,88.5,Others,24.3,Maruti,Vitara Brezza ZDi Plus Dual Tone
5297,5297,Maruti Zen LX,Chennai,1456.31,1998_2006,99024,Others,Manual,First,17.3,993,60.0,Others,17.3,Maruti,Zen LX
5298,5298,Hyundai i10 Era,Kochi,6147.17,2014_2016,34952,Others,Manual,First,19.81,1086,68.05,Others,19.81,Hyundai,i10 Era
5299,5299,Honda WR-V Edge Edition i-VTEC S,Kochi,12570.27,2017_2019,13913,Others,Manual,First,17.5,1199,88.7,Others,17.5,Honda,WR-V Edge Edition i-VTEC S
5300,5300,Honda City i DTEC VX,Chennai,9504.35,2013_2014,71000,Diesel,Manual,Other,25.1,1498,98.6,Others,25.1,Honda,City i DTEC VX
5301,5301,Toyota Fortuner 4x2 4 Speed AT,Chennai,25677.08,2007_2012,97000,Diesel,Automatic,First,11.5,2982,169.0,7,11.5,Toyota,Fortuner 4x2 4 Speed AT
5302,5302,Mahindra XUV500 AT W10 FWD,Delhi,25293.84,2017_2019,21000,Diesel,Automatic,First,16.0,2179,140.0,7,16.0,Mahindra,XUV500 AT W10 FWD
5303,5303,Ford Figo Diesel ZXI,Kolkata,5365.36,2007_2012,110438,Diesel,Manual,First,20.0,1399,68.05,Others,20.0,Ford,Figo Diesel ZXI
5304,5304,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,8323.97,2017_2019,66507,Others,Automatic,Other,19.0,1199,88.7,Others,19.0,Honda,Jazz 1.2 V CVT i VTEC
5305,5305,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,46525.34,2017_2019,54650,Diesel,Automatic,First,10.91,3198,197.0,7,10.91,Ford,Endeavour 3.2 Titanium AT 4X4
5306,5306,Nissan Sunny XL CVT,Hyderabad,12248.35,2013_2014,32000,Others,Automatic,First,17.97,1498,99.6,Others,17.97,Nissan,Sunny XL CVT
5307,5307,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,5503.33,2007_2012,75378,Diesel,Manual,First,18.7,1896,66.0,Others,18.7,Skoda,Octavia Ambiente 1.9 TDI MT
5308,5308,Chevrolet Beat Diesel LT,Chennai,2912.62,2007_2012,82697,Diesel,Manual,First,25.44,936,57.6,Others,25.44,Chevrolet,Beat Diesel LT
5309,5309,Toyota Camry W2 (AT),Chennai,7204.91,2007_2012,135000,Others,Automatic,First,12.1,2362,164.7,Others,12.1,Toyota,Camry W2 (AT)
5310,5310,Renault Duster 110PS Diesel RxZ,Chennai,11113.96,2007_2012,149000,Diesel,Manual,First,19.01,1461,108.45,Others,19.01,Renault,Duster 110PS Diesel RxZ
5311,5311,Mercedes-Benz GLA Class 200 d Style,Kochi,37496.2,2014_2016,26212,Diesel,Automatic,First,17.9,2143,136.0,Others,17.9,Mercedes-Benz,GLA Class 200 d Style
5312,5312,Tata Zest Revotron 1.2T XMS,Pune,5978.54,2013_2014,23500,Others,Manual,Other,17.57,1193,88.7,Others,17.57,Tata,Zest Revotron 1.2T XMS
